"lang"
{
	"Language"	"TChinese"
		"DOTA_Tooltip_Ability_C15W_Description"	"对着范围内的每个目标射箭，每只箭矢可以造成<font color=\"#5cb85c\">(50/100/150/200)</font>伤害并击晕<font color=\"#5cb85c\">(0.6/1.2/1.8/2.4)</font>秒。 "
		"DOTA_Tooltip_Ability_C15E"	"爆裂箭"
		"DOTA_Tooltip_Ability_C15E_Description"	"对指定的方向射出一支爆裂箭，爆裂箭将会在经过的路径上留下一排的火焰，碰到火焰的敌人每秒受到<font color=\"#5cb85c\">(90/120/150/180)</font>的伤害，火焰存在12秒。 "
		"DOTA_Tooltip_Ability_C15R"	"精准之光"
		"DOTA_Tooltip_Ability_C15R_Description"	"增加<font color=\"#5cb85c\">(10/18/26/34)% </font>攻击伤害以及<font color=\"#5cb85c\">(5/10/15/20)</font>灵活。 "
		"DOTA_Tooltip_Ability_C15T"	"百箭齐发"
		"DOTA_Tooltip_Ability_C15T_Description"	"震晕对手2.2秒，同时创造出10发致命的箭矢攻击目标持续15秒，若是指定的目标死亡，所有箭矢将随机找寻附近敌人进行攻击，每支箭矢都拥有<font color=\"#5cb85c\">(50/75/100)</font>的攻击伤害。 "
		
		"DOTA_Tooltip_modifier_C15T"	"百箭齐发"
		"DOTA_Tooltip_modifier_C15T_Description"	"百箭齐发"
		"DOTA_Tooltip_modifier_C15T_2"	"震晕"
		"DOTA_Tooltip_modifier_C15T_2_Description"	"震晕"		
		"DOTA_Tooltip_modifier_C15E"	"燃烧"
		"DOTA_Tooltip_modifier_C15E_Description"	"燃烧"
		"DOTA_Tooltip_modifier_C15R"	"精准之光"
		"DOTA_Tooltip_modifier_C15R_Description"	"精准之光"
				
		"npc_dota_hero_windrunner"	"阿市"
		"npc_dota_hero_windrunner_bio"	"织田信长的异母妹妹，是著名的悲剧女性，史书记载她是一位身高非常高的女性，也号称是战国第一美女。她先后被作为政治工具嫁给浅井长政和柴田胜家，但两任丈夫都没得好死，自己最终也和胜家一起在北之庄自焚而亡。"
		"DOTA_Tooltip_Ability_C17R"	"神助一击"
		"DOTA_Tooltip_Ability_C17R_Description"	"以眩光打击小范围内的敌人，造成等同于基本伤害<font color=\"#5cb85c\">(100/160/220/280)</font>加上自身智慧×4的伤害。"
		"DOTA_Tooltip_Ability_C17D"	"自我奉献"
		"DOTA_Tooltip_Ability_C17D_Description"	"降低所受到物理伤害20点。每次施展法术时，将可以使自身以及周围750的友军回复生命值5% 以及法力4% 。"
		"DOTA_Tooltip_Ability_C17E"	"祈胜光辉"
		"DOTA_Tooltip_Ability_C17E_Description"	"对着自身或者全区域的一名友军许下祈胜光辉，可增加护甲5点、攻击伤害<font color=\"#5cb85c\">(20/40/60/80)% </font>以及每秒恢复生命值<font color=\"#5cb85c\">(5/10/15/20)</font>。"
		"DOTA_Tooltip_Ability_C17W"	"光炼罚则"
		"DOTA_Tooltip_Ability_C17W_Description"	"在自身以及目标英雄之间创造一条光炼，光炼将会在一段时间之后断开，并使目标英雄受到<font color=\"#f0ad4e\">光炼长度×伤害系数</font>的伤害，若<font color=\"#f0ad4e\">光炼长度超过1000视同1000</font>，此外并使该目标英雄定身，光炼长度越短则定身持续时间越久。"
		"DOTA_Tooltip_Ability_C17T"	"极光守护"
		"DOTA_Tooltip_Ability_C17T_Description"	"延迟1秒后释放出极光守护，让范围内的敌人造成伤害或是等同该敌人生命上限<font color=\"#f0ad4e\">(20/25/30)% </font>的伤害，两者取其高，并且医疗范围内所有友军，回复等同该友军<font color=\"#f0ad4e\">(40/45/50)% </font>的生命值。"
		
		"DOTA_Tooltip_modifier_C17D"	"自我奉献"
		"DOTA_Tooltip_modifier_C17D_Description"	"自我奉献"
		"DOTA_Tooltip_modifier_C17W"	"光炼罚则"
		"DOTA_Tooltip_modifier_C17W_Description"	"光炼罚则"
		"DOTA_Tooltip_modifier_C17E"	"祈胜光辉"
		"DOTA_Tooltip_modifier_C17E_Description"	"祈胜光辉"
		
		"npc_dota_hero_magnataur"	"浅井长政"
		"com_ashigaru_spearmen_B"	"联合军-足轻"
		"com_ashigaru_spearmen_B_bio"	"联合军-足轻"
		"com_ashigaru_spearmen_bio"	"织田军-足轻"
		"com_ashigaru_spearmen"	"织田军-足轻"
		"com_archer_B"	"联合军-弓箭手"
		"com_archer_B_bio"	"联合军-弓箭手"
		"com_archer"	"织田军-弓箭手"
		"com_archer_bio"	"织田军-弓箭手"
		"B24W_DUMMY"	"地灵石碑"
		"B24W_DUMMY_bio"	"地灵石碑"
		"B24T_HIDE_bio"	"巨石"
		"B24T_HIDE"	"巨石"
		"DOTA_Tooltip_Ability_B15W"	"东海巨人"
		"DOTA_Tooltip_Ability_B15W_Description"	"启动之后，可以增加<font color=\"#5cb85c\">(25/35/45/55)</font>攻击伤害与魔法免疫。 持续<font color=\"#5cb85c\">(6/7/8/9)</font>秒。 "
		"DOTA_Tooltip_Ability_B15E"	"烈焰箭"
		"DOTA_Tooltip_Ability_B15E_Description"	"启动之后在攻击时附加魔法伤害<font color=\"#5cb85c\">(40/75/110/145)</font>，每次攻击消耗8点魔力。"
		"DOTA_Tooltip_Ability_B15R"	"巨人之外皮"
		"DOTA_Tooltip_Ability_B15R_Description"	"提升<font color=\"#5cb85c\">(5/10/15/20)</font>点的力量。降低每次受到的<font color=\"#5cb85c\">(16/29/42/55)</font>物理伤害。 "
		"DOTA_Tooltip_Ability_B15D"	"多重箭"
		"DOTA_Tooltip_Ability_B15D_Description"	"攻击时可以额外多射出2只箭矢。"
		"DOTA_Tooltip_Ability_B15T"	"虚张声势"
		"DOTA_Tooltip_Ability_B15T_Description"	"狂喝一声使周围500的敌人震晕<font color=\"#5cb85c\">(0.1/1.0/1.5)</font>秒，并且每<font color=\"#5cb85c\">(0.7/0.5/0.3)</font>秒造出 一个自身的幻象，幻象能造成30% 伤害受到300%伤害，持续10秒。 "

		"DOTA_Tooltip_Ability_B15W_old"	"巨人之臂力"
		"DOTA_Tooltip_Ability_B15W_old_Description"	"增加<font color=\"#5cb85c\">(10/20/30/40)</font>力量与<font color=\"#5cb85c\">(20/30/40/50)</font>点攻击力。"
		"DOTA_Tooltip_Ability_B15E_old"	"烈焰箭"
		"DOTA_Tooltip_Ability_B15E_old_Description"	"启动之后弓箭附加<font color=\"#5cb85c\">(40/80/120/160)</font>魔法伤害，可附加于多重箭，每次攻击消耗8点魔力。"
		"DOTA_Tooltip_Ability_B15R_old"	"巨人之外皮"
		"DOTA_Tooltip_Ability_B15R_old_Description"	"减少<font color=\"#5cb85c\">(100/150/200/250)</font>点物理伤害。"
		"DOTA_Tooltip_Ability_B15T_old"	"多重箭"
		"DOTA_Tooltip_Ability_B15T_old_Description"	"额外增加<font color=\"#5cb85c\">(3/4/5)</font>只箭。"
		
		"DOTA_Tooltip_modifier_searing_arrow"	"烈焰箭"
		"DOTA_Tooltip_modifier_searing_arrow_Description"	"烈焰箭"
		"DOTA_Tooltip_modifier_B15R_Description"	"巨人之外皮"
		"DOTA_Tooltip_modifier_B15R"	"巨人之外皮"
		"DOTA_Tooltip_modifier_split_shot_datadriven"	"多重箭"
		"DOTA_Tooltip_modifier_split_shot_datadriven_Description"	"多重箭"
		"DOTA_Tooltip_modifier_b15w"	"东海巨人"
		"DOTA_Tooltip_modifier_b15w_Description"	"东海巨人"
		
		"DOTA_Tooltip_Ability_A01D"	 "天下之势"
		"DOTA_Tooltip_Ability_A01D_Description"	"伤害减少10%，并将减少的伤害转为补充自身双倍的法力。 "
        "DOTA_Tooltip_Ability_A01W"  "东照权现"
		"DOTA_Tooltip_Ability_A01W_Description"	"恢复周围友军<font color=\"#5cb85c\">(75/120/165/210)</font>的生命值 ，并使他们增加35%攻速，持续4秒。 "
		"DOTA_Tooltip_Ability_A01E"	 "天罗地网"
        "DOTA_Tooltip_Ability_A01E_Description"	"使目标敌军被陷阱纠缠，使其受困而无法移动<font color=\"#5cb85c\">(0.9/1.2/1.5/1.8)</font>秒并且在18方位创造出网子进行攻击，每发网子造成<font color=\"#5cb85c\">(11/18/25/32)</font>伤害。 "
		"DOTA_Tooltip_Ability_A01R"  "雷霆刃"
		"DOTA_Tooltip_Ability_A01R_Description"	"召唤雷霆的威力，对周围的敌人造成<font color=\"#5cb85c\">(75/150/225/300)</font>伤害，并且在接下来5秒，攻击时有50%的机会，对击中目标周围310内的所有敌军，额外造成<font color=\"#5cb85c\">(80/110/140/170)</font>点的闪电伤害。 "
		"DOTA_Tooltip_Ability_A01T"  "三河魂"
		"DOTA_Tooltip_Ability_A01T_Description" "施放自身的王者之气，能增加周围友军<font color=\"#5cb85c\">(15/25/35)</font>的防御与加快生命回复速率<font color=\"#5cb85c\">(4/5/6)%</font>。持续7秒。 "
	    "DOTA_Tooltip_Ability_A02W"  "蝎毒箭"
		"DOTA_Tooltip_Ability_A02W_Description"	"在攻击敌人时额外产生<font color=\"#5cb85c\">(15/30/45/60)</font>毒伤，并减缓<font color=\"#5cb85c\">(9/13/17/21)%</font>的移动速度与攻击速度，持续4秒 。 "
		"DOTA_Tooltip_Ability_A02E"	 "风之祈"
		"DOTA_Tooltip_Ability_A02E_Description" "回复<font color=\"#5cb85c\">(100/200/300/400)</font>生命值，并增加<font color=\"#5cb85c\">(40/70/100/130)%</font>攻速速度，持续15秒。 "
        "DOTA_Tooltip_Ability_A02R"	 "游风行身"
		"DOTA_Tooltip_Ability_A02R_Description" "降低所受到的法术伤害<font color=\"#5cb85c\">(7/13/19/25)% </font>，并且增加自身<font color=\"#5cb85c\">(6/9/12/15)%</font>总攻击伤害。 "
		"DOTA_Tooltip_Ability_A02T"	 "融影术"
		"DOTA_Tooltip_Ability_A02T_Description"	"暂时转化为持续隐形状态，攻击的时候不会现形，基础攻速由1.8变为1.2，移动速度增加60。可持续<font color=\"#5cb85c\">(20/22/24)</font>秒。 "
        "DOTA_Tooltip_Ability_A03W"	 "计步蛊"
		"DOTA_Tooltip_Ability_A03W_Description"	"在目标敌军身上种下计步蛊，每秒造成25伤害，并减缓<font color=\"#5cb85c\">(30/50/70/90)%</font>攻速，在计步蛊的持续时间内，该敌军每移动<font color=\"#5cb85c\">(600/500/400/300)</font>距离，便会额外多受115伤害。 计步蛊持续10秒。 "
		"DOTA_Tooltip_Ability_A03E"  "蜘蛛化型"
		"DOTA_Tooltip_Ability_A03E_Description" "变身为巨大的蛛化人型，变为近战型态，增加38基础移动速度、<font color=\"#5cb85c\">(0/3/6/9)</font>护甲、<font color=\"#5cb85c\">(225/300/375/450)</font>生命值，基础攻速从1.60变为1.33，并且每次攻击的时候可以吸取造成伤害30%生命值。 "
        "DOTA_Tooltip_Ability_A03R"	 "蛊惑术"
		"DOTA_Tooltip_Ability_A03R_Description" "在攻击中加入毒素，击中时每秒造成<font color=\"#5cb85c\">(15/25/35/45)</font>点伤害，并会降低目标<font color=\"#5cb85c\">(20/35/50/65)%</font>的 攻击速度。可持续4秒。 "
		"DOTA_Tooltip_Ability_A03T"	 "虫嗜群列"
        "DOTA_Tooltip_Ability_A03T_Description"	"对着指定方向释放大群的恶虫，对所有被扫过的敌人造成<font color=\"#5cb85c\">(500/750/1000)</font>伤害。 "
		"DOTA_Tooltip_Ability_A04D"	 "霜雀"
		"DOTA_Tooltip_Ability_A04D_Description"	"攻击时会附带冰霜攻击效果，能降低敌人30%的移动速度和攻击速度，持续1.0秒。 "
		"DOTA_Tooltip_Ability_A04W"  "式神．水"
		"DOTA_Tooltip_Ability_A04W_Description" "召唤2只水式神，并拥有寒冰冻气能力，攻击时可以结冻建筑物。 水式神的生命值、攻击伤害、护甲随着英雄等级提升而加强。基础攻速、移动速度随着技能等级提升而加强，攻击伤害水式神最久可存活13秒。 "
		"DOTA_Tooltip_Ability_A04E"	 "冻结术"
		"DOTA_Tooltip_Ability_A04E_Description" "以冻结气息将直线上的所有敌人冰冻，造成<font color=\"#5cb85c\">(200/300/400/500)</font>伤害并把敌人冻结<font color=\"#5cb85c\">(1.1/1.5/1.9/2.3)</font>秒。 "
		"DOTA_Tooltip_Ability_A04R"	 "霜之庇护"
		"DOTA_Tooltip_Ability_A04R_Description"	"在受伤的友军英雄或自身施放霜之庇护，霜之庇护将可以治疗150生命并给予一个可吸收<font color=\"#5cb85c\">(250/375/500/625)</font>伤害的冰盾，冰盾在吸满伤害后将会释放霜之力，使周围的敌人冻结<font color=\"#5cb85c\">(0.5/0.7/0.9/1.1)</font>秒。霜之庇护存在10秒。 "
        "DOTA_Tooltip_Ability_A04T"	 "吹雪"
        "DOTA_Tooltip_Ability_A04T_Description"	"呼叫从天而降的冰雨，每波可对范围内所有敌人造成<font color=\"#5cb85c\">(180/240/300)</font>的初始伤害，并且附加每秒(30/45/60)的持续伤害，持续8秒。最多可持续11波，对建筑物造成55% 伤害，使击中的敌人减慢30%移动速度。/font>持续伤害，持续2秒。 "
        "DOTA_Tooltip_Ability_A05D"	 "忠之极意"
  		"DOTA_Tooltip_Ability_A05D_Description" "在战斗中死亡，酒井忠次将会于原地重生。 "
        "DOTA_Tooltip_Ability_A05W"  "强悍之力"
		"DOTA_Tooltip_Ability_A05W_Description" "对附近的敌人造成<font color=\"#5cb85c\">(200/300/400/500)</font>伤害，并且在接下来4秒内攻击时有100%机率击晕敌人<font color=\"#5cb85c\">(0.1/0.2/0.3/0.4)</font>秒。 "
		"DOTA_Tooltip_Ability_A05E"  "三河之勇"
		"DOTA_Tooltip_Ability_A05E_Description" "启动三河之勇，使酒井忠次增加<font color=\"#5cb85c\">(0/25/50/75)% </font>攻速以及所受到的伤害减少50%，持续<font color=\"#5cb85c\">(3/4/5/6)</font>秒。 "
		"DOTA_Tooltip_Ability_A05R"	 "反击态势"
        "DOTA_Tooltip_Ability_A05R_Description" "永久增加<font color=\"#5cb85c\">(3/6/9/12)</font>力量，并且每当酒井忠次受到的伤害累积达250时，便可以获得对周围敌人发动反击的机会，反击可以造成<font color=\"#5cb85c\">(60/120/180/240)</font>伤害 并且晕眩1秒。 "
		"DOTA_Tooltip_Ability_A05T"	 "誓伐状"
		"DOTA_Tooltip_Ability_A05T_Description"	"指定目标敌方英雄，在接下来的<font color=\"#5cb85c\">(7/10/13)</font>秒内，除了该英雄外，酒井忠次免疫其他来源的伤害，被指定的敌方英雄，除了对酒井忠次造成伤害之外，对其他目标造成伤害减少50% 。若拥有“三河之勇”效果，则所免疫伤害的50% 转为回复自身生命。 "
        "DOTA_Tooltip_Ability_A06D"  "释放怒焰"
        "DOTA_Tooltip_Ability_A06D_Description"	"对指定方向喷出扇状火焰，使敌人受到<font color=\"#5cb85c\">(235/315/395/475)</font>伤害。 "
		"DOTA_Tooltip_Ability_A06W"  "赤鬼之力"
		"DOTA_Tooltip_Ability_A06W_Description" "解放自我来暂时获得强大的赤鬼之力，增加160% 攻击速度和<font color=\"#5cb85c\">(4/8/12/16)% </font>移动速度。持续<font color=\"#5cb85c\">(6/8/10/12)</font>秒。 "
		"DOTA_Tooltip_Ability_A06E"	 "赤流星"
		"DOTA_Tooltip_Ability_A06E_Description"	"对距离<font color=\"#5cb85c\">(500/650/800/950)</font>的目标敌人打出一道赤流星，可以将之晕击1.85秒，并造成<font color=\"#5cb85c\">(100/190/280/370)</font>伤害。 "
		"DOTA_Tooltip_Ability_A06R"	 "赤焰流"
		"DOTA_Tooltip_Ability_A06R_Description" "增加自身及周围友军<font color=\"#5cb85c\">(5/9/13/17)% </font>移动速度 ，并且每攻击5次便可以获得1次“释放怒焰”的能力，对指定方向喷出扇状火焰，使敌人受到<font color=\"#5cb85c\">(235/315/395/475)</font>伤害。 "
		"DOTA_Tooltip_Ability_A06W_old"  "赤鬼之力"
		"DOTA_Tooltip_Ability_A06W_old_Description" "解放自我来暂时获得强大的赤鬼之力，增加<font color=\"#5cb85c\">(200/300/400/500)% </font>攻击速度和<font color=\"#5cb85c\">(5/10/15/20)% </font>移动速度 但会受到50%额外真实伤害。 "
		"DOTA_Tooltip_Ability_A06E_old"	 "赤炎斩"
		"DOTA_Tooltip_Ability_A06E_old_Description"	"将敌人击退并晕击<font color=\"#5cb85c\">(1.25/1.75/2.25/3)</font>秒，并造成<font color=\"#5cb85c\">(100/190/280/370)</font>伤害。 "
		"DOTA_Tooltip_Ability_A06R_old"	 "炎驱战魂"
		"DOTA_Tooltip_Ability_A06R_old_Description" "增加自身<font color=\"#5cb85c\">(4/8/12/16)% </font>移动速度 <font color=\"#5cb85c\">(15/30/45/60)% </font>攻击速度 "
	    "DOTA_Tooltip_Ability_A06T_old"  "赤炎之怒"
        "DOTA_Tooltip_Ability_A06T_old_Description" "攻击时有75% 的机会造成550范围<font color=\"#5cb85c\">(170/250/340)</font>点伤害"
		"DOTA_Tooltip_Ability_A07D"  "奋起"
		"DOTA_Tooltip_Ability_A07D_Description" "使自身回复 4% 生命值并且提升攻速<font color=\"#5cb85c\">(60/70/80/90/100)% </font>，持续3秒。 "
		"DOTA_Tooltip_Ability_A07W"  "毫发无伤"
		"DOTA_Tooltip_Ability_A07W_Description" "施展后能无视所有物理伤害，并且可以吸收法术伤害转化为自身的生命值。持续<font color=\"#5cb85c\">(1/2/3/4)</font>秒。 "
		"DOTA_Tooltip_Ability_A07E"  "赤雷击"
		"DOTA_Tooltip_Ability_A07E_Description" "使用手上的巨枪猛力枪击地面，对周围的敌人造成<font color=\"#5cb85c\">(150/250/350/450)</font>伤害，并且使他们减缓75%移动速度，持续<font color=\"#5cb85c\">(1.0/1.7/2.4/3.1)</font>秒。 "
        "DOTA_Tooltip_Ability_A07R"  "碎击枪"
		"DOTA_Tooltip_Ability_A07R_Description" "每当击中敌人时，可以连带的对范围<font color=\"#5cb85c\">(245/285/325/365)</font>的其他敌人造成等同攻击伤害40%的伤害。 "
		"DOTA_Tooltip_Ability_A07T"  "战国最强．启动"
		"DOTA_Tooltip_Ability_A07T_Description" "拥有战国最强的力量，基础攻速由1.6变为0.9，增加60攻击伤害以及115移动速度，\"奋起\"的效果变为双倍。可持续<font color=\"#5cb85c\">(20/23/26)</font>秒。 "

		"DOTA_Tooltip_Ability_A07W_old"  "毫发无伤"
		"DOTA_Tooltip_Ability_A07W_old_Description" "施展后能无视所有物理伤害但是必须牺牲移动速度40% ，并且可以吸收法术伤害转化为自身的生命值。持续<font color=\"#5cb85c\">(3/4/5/6)</font>秒。 "
		"DOTA_Tooltip_Ability_A07E_old"  "赤雷击"
		"DOTA_Tooltip_Ability_A07E_old_Description" "使用手上的巨枪猛力枪击敌人，对敌人造成<font color=\"#5cb85c\">(150/250/350/450)</font>伤害，并晕眩<font color=\"#5cb85c\">(0.5/1/1.5/2)</font>秒。 "
        "DOTA_Tooltip_Ability_A07R_old"  "碎击枪"
		"DOTA_Tooltip_Ability_A07R_old_Description" "每当击中敌人时，有36%造成等同攻击伤害<font color=\"#5cb85c\">(1.4/1.6/1.8/2)</font>倍伤害。 "
		"DOTA_Tooltip_Ability_A07T_old"  "战国最强．启动"
		"DOTA_Tooltip_Ability_A07T_old_Description" "拥有战国最强的力量，基础攻速由1.6变为0.8，增加60攻击伤害并魔法免疫，普攻造成范围600混沌扩散，最近100% 最远40% 伤害，可持续<font color=\"#5cb85c\">(15/20/25)</font>秒。 "
		

		"DOTA_Tooltip_Ability_A08W"  "碎颅打击"
		"DOTA_Tooltip_Ability_A08W_Description" "对目标敌人进行致命的打击，造成<font color=\"#5cb85c\">(150/250/350/450)</font>绝对伤害，并且在接下来8秒增加<font color=\"#5cb85c\">(35/50/65/80)%</font>的攻速。 "
		"DOTA_Tooltip_Ability_A08E"  "檄文怒嗥"
		"DOTA_Tooltip_Ability_A08E_Description" "发出檄文怒嗥，震晕范围450内的敌人<font color=\"#5cb85c\">(1.75/2.00/2.25/2.50)</font>秒并且自身回复所失去的生命20%的生命值。 "
		"DOTA_Tooltip_Ability_A08R"  "不屈武勇"
		"DOTA_Tooltip_Ability_A08R_Description" "永久提升(4/8/12/16)点的力量， 每次攻击可以对敌人造成<font color=\"#5cb85c\">(10/20/30/40)</font>绝对伤害，每当血量降低10%，则造成的绝对伤害提升<font color=\"#5cb85c\">(3/5/7/9)</font>。 "
		"DOTA_Tooltip_Ability_A08T"  "刚毅大将"
		"DOTA_Tooltip_Ability_A08T_Description" "(被动)<br />增加<font color=\"#5cb85c\">(5/10/15)</font>护甲。<br />(启动)<br />转化为威力强大的刚毅大将，具有浑沌扩散攻击能力，增加<font color=\"#5cb85c\">(1500/3000/4500)</font>生命以及100基础移动速度。可持续<font color=\"#5cb85c\">(15/18/21)</font>秒。 "
		"DOTA_Tooltip_Ability_A09W"  "树鬼召唤"
		"DOTA_Tooltip_Ability_A09W_Description" "召唤一只会不断生出树鬼的邪恶妖木，树鬼攻击时将可以使敌人中毒，最多可以存在<font color=\"#5cb85c\">(2/3/4/5)</font>秒。邪恶妖木最多可以存在7秒。 "
		"DOTA_Tooltip_Ability_A09E"  "木化术"
		"DOTA_Tooltip_Ability_A09E_Description" "将敌人转化为无反击之力的树人，持续<font color=\"#5cb85c\">(1.2/1.8/2.4/3.0)</font>秒。 "
		"DOTA_Tooltip_Ability_A09R"  "林脉冲击"
		"DOTA_Tooltip_Ability_A09R_Description" "使用深森力量冲击范围内的敌人，造成<font color=\"#5cb85c\">(2/3/4/5)</font>(150/250/350/450)</font>伤害，每施放一次可以使自身获得1层能量，最多可以叠加5层，每层能量使林脉冲击的伤害提高15%。 能量可以维持8秒。 "
		"DOTA_Tooltip_Ability_A09T"  "深邃节触"
		"DOTA_Tooltip_Ability_A09T_Description" "(被动)<br />每使用一个技能，便会在周围随机一位敌人身旁召唤2个多节触手，每0.3秒最多触发一次<br />(启动)</br />主动使用则可以召唤<font color=\"#5cb85c\">(7/9/13)</font>个多节触手，每个触手拥有最少31攻击伤害，攻击时将可以使敌人中毒，触手存在最多20秒。 "
		"DOTA_Tooltip_Ability_A10D"  "瞬返之术"
		"DOTA_Tooltip_Ability_A10D_Description" "立刻瞬移到指定地点，不可超过550距离，并且在3秒之后，回到起始地点。 "
		"DOTA_Tooltip_Ability_A10W"  "相移"
		"DOTA_Tooltip_Ability_A10W_Description" "指定目标英雄，使该英雄进入另一个空间当中，被相移的英雄在接下来2.5秒内将不会受到任何攻击以及法术影响。若该英雄为敌方英雄，则相移结束后对他造成<font color=\"#5cb85c\">(200/300/400/500)</font>伤害；若为友方英雄，则相移结束后使他回复<font color=\"#5cb85c\">(200/300/400/500)</font>生命。 "
		"DOTA_Tooltip_Ability_A10E"  "荒杀阵"
		"DOTA_Tooltip_Ability_A10E_Description" "召唤出无数毁灭光球来攻击敌人，每个光球可以对敌人造成<font color=\"#5cb85c\">(50/95/140/185)</font>伤害。 "
		"DOTA_Tooltip_Ability_A10R"  "移形换位"
		"DOTA_Tooltip_Ability_A10R_Description" "与指定的部队交换位置，敌我皆可，如果交换的是敌人则可以造成<font color=\"#5cb85c\">(205/270/335/400</font>伤害，施展距离<font color=\"#5cb85c\">(500/650/800/950)</font>。 "
		"DOTA_Tooltip_Ability_A10T"  "震荡"
		"DOTA_Tooltip_Ability_A10T_Description" "使指定的区域产生震荡而碎裂，可以对其中的建筑物每秒造成<font color=\"#5cb85c\">(90/110/130)</font>伤害，并且使敌军减缓<font color=\"#5cb85c\">(15/25/35)%</font>移动速度；震荡可以维持最多3.5秒。 "
        "DOTA_Tooltip_Ability_A11W"	 "妖术．漩涡"
		"DOTA_Tooltip_Ability_A11W_Description"	"召唤一个漩涡，对范围内的敌人每秒造成<font color=\"#5cb85c\">(100/150/200/250)</font>伤害，持续5秒。对建筑物只会造成20%伤害。 "
		"DOTA_Tooltip_Ability_A11E"  "妖术．冥锁"
		"DOTA_Tooltip_Ability_A11E_Description"	"以冥锁绑住距离600内的指定目标，让他无法移动或攻击，每秒受到135伤害。持续<font color=\"#5cb85c\">(2.0/2.5/3.0/3.5)</font>秒。 "
		"DOTA_Tooltip_Ability_A11R"	 "老奸巨猾"
		"DOTA_Tooltip_Ability_A11R_Description"	"永久提升<font color=\"#5cb85c\">(10/16/22/28)</font>点的智慧。若敌人在斋藤道三身边<font color=\"#5cb85c\">(400/500/600/700)</font>范围内施展技能，则会受到等同于斋藤道三智慧点数*1.5的伤害，此伤害无视护甲以及魔法免疫效果 ，每0.3秒最多触发一次。 "
		"DOTA_Tooltip_Ability_A11T"  "禁术．邪妖万化"
		"DOTA_Tooltip_Ability_A11T_Description"	"使用禁术让自身成为妖邪所汇聚的躯壳，额外增加<font color=\"#5cb85c\">(350/450/550)</font>生命，使周围的敌人降低15% 移动速度，并且每1.5秒随机对周围的三名敌人释放邪灵冲击，造成等同道三智慧的伤害并且道三可以回复以此法所造成的伤害50% 的生命，妖邪万化持续<font color=\"#5cb85c\">(12/15/18</font>)秒。 "
        "DOTA_Tooltip_Ability_A12D"  "奇计"
		"DOTA_Tooltip_Ability_A12D_Description" "每当施放技能或是使用物品时，便可以累积1能量，当累积能量达4时，便可以施展“奇计”，使本身的技能产生额外效果。 "
		"DOTA_Tooltip_Ability_A12W"  "智芒乍现"
		"DOTA_Tooltip_Ability_A12W_Description" "对周围的敌人造成<font color=\"#5cb85c\">(200/300/400/500)</font>伤害，并且将他们击退一小段距离。 "
		"DOTA_Tooltip_Ability_A12E"  "玄能通贯"
		"DOTA_Tooltip_Ability_A12E_Description" "在接下来10秒内增加<font color=\"#5cb85c\">(30/50/70/90)% </font>攻速，并且攻击时有30% 机率回复自身总法力值<font color=\"#5cb85c\">(2/4/6/8)%</font>的法力。 "
		"DOTA_Tooltip_Ability_A12R"  "为智畏服"
		"DOTA_Tooltip_Ability_A12R_Description" "对指定区域的敌人造成<font color=\"#5cb85c\">(150/250/350/450)</font>伤害并减缓<font color=\"#5cb85c\">(15/20/25/30)% </font>移动速度，持续3秒。<br />若是产生“奇计”效果，则使受到伤害的敌人额外失去12% 生命。 "
		"DOTA_Tooltip_Ability_A12T"  "玄灭箭"
		"DOTA_Tooltip_Ability_A12T_Description" "在每次攻击当中附加玄能之力，可以对击中的敌人造成等同自身现有法力<font color=\"#5cb85c\">(19/26/27)% </font>的额外魔法伤害。 若是产生“奇计”效果，则在此发玄灭箭击中敌人时返还该次攻击耗费的三倍法力。 "
		"DOTA_Tooltip_Ability_A13D"	 "忍法．迷踪步"
		"DOTA_Tooltip_Ability_A13D_Description"	"进入隐形状态，提升<font color=\"#5cb85c\">(5/10/15/20)%</font>的移动速度或是使用技能即会现身，现身的第一击可以额外造成<font color=\"#5cb85c\">(90/175/260/345)</font>伤害，隐形最多维持20秒。 "
		"DOTA_Tooltip_Ability_A13W"	 "忍法．影惑之术"
		"DOTA_Tooltip_Ability_A13W_Description"	"创造出<font color=\"#5cb85c\">(1/2/3/4)</font>个短暂的分身来迷惑敌人，去除掉身上所有的法术效果。 "
		"DOTA_Tooltip_Ability_A13E"	 "忍法．勾锁镰"
		"DOTA_Tooltip_Ability_A13E_Description"	"对着前方丢出最长<font color=\"#5cb85c\">(400/600/800/1200)</font>距离的勾锁鎌，勾锁鎌碰到的第一个部队将会被拉回身旁，若是敌人则多造成<font color=\"#5cb85c\">(100/200/300/400)</font>的伤害。 "
		"DOTA_Tooltip_Ability_A13R"  "伊贺忍术流"
		"DOTA_Tooltip_Ability_A13R_Description"	"有11% 的机会闪避攻击与<font color=\"#5cb85c\">(10/14/18/22)% </font>机率造成三倍的伤害。 "
		"DOTA_Tooltip_Ability_A13T"  "忍法密传．隐斩"
		"DOTA_Tooltip_Ability_A13T_Description"	"以高速在指定地点移动，将会伤害身处其中的敌人，每秒可以发动32道隐斩，每道隐斩造成<font color=\"#5cb85c\">(75/100/125)</font>伤害，使用时隐形可继续动作，持续4秒。 "
		
		"DOTA_Tooltip_Ability_A13W_old"	"忍法．迷踪步"
